PČV,Typ,Stav,Kód STK,Název STK,Platnost od,Platnost do,Číslo protokolu,Aktuální
833732,P - Pravidelná,A,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2004-04-02,2006-04-02,,True
8900729,P - Pravidelná,A,3313,"TÁBORSKÁ 568, 37501, TÝN NAD VLTAVOU",2008-06-17,2010-06-17,,True
2813303,P - Pravidelná,B,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2009-04-28,2009-05-28,,True
5778105,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2009-07-23,2011-07-23,,True
8900729,E - Evidenční,Nezjištěno,3320,"J. PLACHTY 56/2606, 37003, ČESKÉ BUDĚJOVICE 3",2007-09-03,2007-09-03,,True
8945615,E - Evidenční,Nezjištěno,3722,"OPAVSKÁ 26/8, 63900, BRNO",2004-12-21,2004-12-21,,True
5404560,P - Pravidelná,A,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2003-08-13,2005-08-13,,True
5544888,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2004-05-10,2004-05-10,,True
5680550,E - Evidenční,Nezjištěno,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2002-04-17,2002-04-17,,True
10846562,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2009-11-23,2011-11-18,,True
6396696,P - Pravidelná,A,3611,"Ekologická 348, 516 01, Rychnov nad Kněžnou",2008-05-28,2009-03-05,,True
5606486,P - Pravidelná,A,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2007-12-14,2009-12-14,,True
5606486,P - Pravidelná,A,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2005-12-13,2007-12-13,,False
8993139,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2003-03-27,2005-03-27,,True
6577167,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2012-06-18,2014-06-18,,True
7907458,P - Pravidelná,A,3120,"SKORKOVSKÁ 1537, 19800, PRAHA 14 - ČERNÝ MOST",2006-06-15,2008-06-15,,False
9714669,E - Evidenční,Nezjištěno,3118,"PŘÍPOTOČNÍ 300/12, 10100, PRAHA 10 - VRŠOVICE",2006-10-31,2006-10-31,,False
8595814,E - Evidenční,Nezjištěno,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2009-06-29,2009-06-29,,False
9032318,E - Evidenční,Nezjištěno,3754,"VÍDEŇSKÁ 267/106D, 61900, BRNO",2008-12-10,2008-12-10,,True
5960216,P - Pravidelná,A,3522,"ŽITAVSKÁ 3112, 47006, ČESKÁ LÍPA",2005-11-07,2007-11-07,,True
7884744,P - Pravidelná,A,3722,"OPAVSKÁ 26/8, 63900, BRNO",2007-11-14,2009-11-14,,True
7941633,P - Pravidelná,A,3722,"OPAVSKÁ 26/8, 63900, BRNO",2008-05-30,2010-05-06,,True
12036015,E - Evidenční,Nezjištěno,3611,"Ekologická 348, 516 01, Rychnov nad Kněžnou",2006-11-27,2006-11-27,,True
5835306,P - Pravidelná,A,3622,"SEMTÍN 100, 53354, PARDUBICE",2009-06-04,2011-06-04,,True
4857493,E - Evidenční,Nezjištěno,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2003-05-12,2003-05-12,,True
1765429,E - Evidenční,Nezjištěno,3411,"NEPOMUCKÁ 487/119, 32600, PLZEŇ",2004-03-10,2004-03-10,,True
10660143,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2011-07-14,2011-07-14,,False
7731796,E - Evidenční,Nezjištěno,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2005-06-27,2005-06-27,,True
6286792,E - Evidenční,Nezjištěno,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2004-01-05,2004-01-05,,True
7701775,P - Pravidelná,A,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2006-12-20,2008-12-20,,True
2748938,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2007-11-15,2009-11-15,,True
7801285,Z - Na žádost provozovatele,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2011-03-21,2011-03-21,,True
7633812,E - Evidenční,Nezjištěno,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2002-07-29,2002-07-29,,True
7714423,E - Evidenční,Nezjištěno,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2005-01-06,2005-01-06,,True
4787128,E - Evidenční,Nezjištěno,3801,"SLUNNÁ 98, 79001, JESENÍK - BUKOVICE",2002-01-08,2002-01-08,,True
6124929,E - Evidenční,Nezjištěno,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2008-11-24,2008-11-24,,True
7699196,P - Pravidelná,A,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2007-12-18,2009-12-18,,True
7714423,P - Pravidelná,A,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2005-04-20,2007-03-07,,True
11397943,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2005-04-01,2007-04-01,,True
7690935,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2003-05-24,2005-05-24,,True
565214,P - Pravidelná,A,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2002-06-03,2004-06-03,,True
7690935,E - Evidenční,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2003-05-24,2005-05-29,,True
8906818,P - Pravidelná,A,3766,"DRUŽSTEVNÍ 3894/28, 66902, ZNOJMO",2010-05-28,2011-05-28,,True
9447683,P - Pravidelná,A,3233,"LOKET 52, 25765, ČECHTICE",2005-04-22,2007-04-22,,True
9776133,E - Evidenční,Nezjištěno,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2006-09-06,2006-09-06,,True
4862386,P - Pravidelná,A,3116,"BEŠŤÁKOVA 567/3, 18200, PRAHA 8",2005-02-28,2007-02-28,,False
4944783,P - Pravidelná,A,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2008-07-15,2010-07-15,,True
5078908,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2009-07-01,2011-07-01,,True
9399872,E - Evidenční,Nezjištěno,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2006-03-24,2006-03-24,,True
11476780,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2009-09-11,2011-09-11,,True
8855026,E - Evidenční,Nezjištěno,3233,"LOKET 52, 25765, ČECHTICE",2007-08-08,2007-08-08,,True
1714654,P - Pravidelná,A,3615,"PRŮMYSLOVÁ 1256, 50601, JIČÍN",2008-03-31,2009-03-31,,True
9197939,P - Pravidelná,A,3233,"LOKET 52, 25765, ČECHTICE",2008-01-10,2010-01-10,,True
5278024,P - Pravidelná,A,3516,"HRBOVICKÁ 105, 40339, CHLUMEC",2009-05-23,2011-05-23,,True
8166315,E - Evidenční,Nezjištěno,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2003-05-02,2003-05-02,,True
9662366,E - Evidenční,Nezjištěno,3516,"HRBOVICKÁ 105, 40339, CHLUMEC",2003-10-14,2003-10-14,,True
11745036,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2009-12-01,2011-12-01,,True
5423865,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2009-01-21,2011-01-21,,True
3390194,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2007-02-27,2009-02-27,,True
3411599,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2005-08-27,2007-08-27,,True
8837365,P - Pravidelná,A,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2008-05-21,2010-05-21,,True
6567854,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2000-05-31,2003-05-31,,True
2242631,E - Evidenční,Nezjištěno,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2007-07-04,2007-08-03,,True
2813303,E - Evidenční,Nezjištěno,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2004-04-14,2004-04-14,,True
2833996,E - Evidenční,Nezjištěno,3748,"PRŮMYSLOVÁ 591/1, 68201, VYŠKOV",2006-08-29,2006-08-29,,True
3390194,E - Evidenční,Nezjištěno,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2002-09-19,2002-09-19,,True
8730865,P - Pravidelná,Nezjištěno,350500012,"(ABC) STK NEZJIŠTĚNO, INFO    POUZE DLE TP",2010-04-28,2012-04-30,,True
11745036,E - Evidenční,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2006-07-26,2006-07-26,,True
8831364,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2004-02-25,2006-02-25,,True
8837365,E - Evidenční,Nezjištěno,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2006-09-25,2006-09-25,,True
9146743,E - Evidenční,Nezjištěno,3748,"PRŮMYSLOVÁ 591/1, 68201, VYŠKOV",2008-12-17,2008-12-17,,True
9146743,P - Pravidelná,A,3748,"PRŮMYSLOVÁ 591/1, 68201, VYŠKOV",2008-08-05,2010-08-05,,True
5633557,P - Pravidelná,A,3851,"TÝNECKÁ 833/39, 78371, OLOMOUC - HOLICE",2010-04-23,2012-04-23,,True
5738832,P - Pravidelná,A,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2010-11-29,2012-11-02,,True
7855902,P - Pravidelná,A,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2008-01-25,2010-01-25,,True
6896010,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2008-01-03,2010-01-03,,True
6896010,E - Evidenční,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2008-06-30,2008-06-30,,True
661789,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2003-09-17,2005-09-17,,True
10571194,E - Evidenční,Nezjištěno,3116,"BEŠŤÁKOVA 567/3, 18200, PRAHA 8",2005-07-13,2005-07-13,,True
8867705,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2004-05-31,2006-05-31,,True
5544760,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2006-05-22,2008-05-17,,True
5557400,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2007-06-05,2009-06-05,,True
5372783,E - Evidenční,Nezjištěno,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2005-09-14,2005-09-14,,True
5546176,E - Evidenční,Nezjištěno,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2001-10-24,2002-09-26,,True
8659144,P - Pravidelná,A,350200005,"MÚ DĚČÍN, EVIDENCE VOZIDEL",2007-06-07,2009-06-07,,True
5658186,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2007-05-15,2009-05-15,,True
10649257,E - Evidenční,Nezjištěno,3851,"TÝNECKÁ 833/39, 78371, OLOMOUC - HOLICE",2011-01-17,2011-01-17,,True
8557500,P - Pravidelná,A,3216,"HRNČÍŘSKÁ 207, 28445, KUTNÁ HORA",2010-10-06,2012-10-06,,True
8595814,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2011-11-02,2012-11-02,,False
7730364,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2007-08-23,2009-07-26,,True
5658186,E - Evidenční,Nezjištěno,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2003-07-28,2003-07-28,,True
8934009,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2009-02-06,2011-02-06,,True
8979042,P - Pravidelná,A,3634,"VÍTĚZSLAVA NOVÁKA 621, 53973, SKUTEČ",2008-06-06,2010-06-06,,True
8963843,P - Pravidelná,A,3851,"TÝNECKÁ 833/39, 78371, OLOMOUC - HOLICE",2009-12-15,2011-12-15,,True
7884744,E - Evidenční,Nezjištěno,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2007-12-05,2007-12-05,,True
1340653,P - Pravidelná,A,3116,"BEŠŤÁKOVA 567/3, 18200, PRAHA 8",2009-04-28,2011-04-28,,False
11873003,P - Pravidelná,A,3233,"LOKET 52, 25765, ČECHTICE",2009-08-05,2010-08-05,,True
7189541,E - Evidenční,Nezjištěno,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2009-10-19,2009-10-19,,True
8996957,E - Evidenční,Nezjištěno,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2001-10-22,2001-10-23,,True
6113984,P - Pravidelná,A,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2008-12-23,2010-12-23,,True
6064025,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2005-04-13,2007-04-13,,True
6015645,Z - Na žádost provozovatele,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2007-08-13,2007-08-13,,True
6015645,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2007-08-13,2009-08-13,,True
9007609,P - Pravidelná,A,3316,"PELHŘIMOVSKÁ 738, 39601, HUMPOLEC",2008-06-06,2010-06-06,,True
11284425,P - Pravidelná,A,3834,"KRMELÍNSKÁ 827/13, 72000, OSTRAVA - HRABOVÁ",2011-11-16,2013-11-16,,False
3553534,E - Evidenční,Nezjištěno,3233,"LOKET 52, 25765, ČECHTICE",2004-07-27,2004-07-27,,True
3878170,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2006-03-09,2008-03-09,,True
8843368,P - Pravidelná,Nezjištěno,320900109,OMEZENO POVĚŘENÝM ÚŘADEM,2008-11-25,2010-11-14,,True
5287039,P - Pravidelná,A,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2008-03-28,2010-03-28,,True
8213204,E - Evidenční,Nezjištěno,3230,"VRCHOVSKÁ 1760, 28601, ČÁSLAV",2006-06-28,2006-06-28,,True
9232735,P - Pravidelná,A,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2007-01-18,2009-01-18,,True
8213204,P - Pravidelná,A,3216,"HRNČÍŘSKÁ 207, 28445, KUTNÁ HORA",2007-05-10,2009-05-10,,True
6408935,E - Evidenční,Nezjištěno,3116,"BEŠŤÁKOVA 567/3, 18200, PRAHA 8",2005-08-23,2005-08-23,,True
3934067,E - Evidenční,Nezjištěno,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2005-01-10,2005-01-10,,True
6805324,E - Evidenční,Nezjištěno,3516,"HRBOVICKÁ 105, 40339, CHLUMEC",2006-05-02,2006-05-02,,True
6358094,E - Evidenční,Nezjištěno,3748,"PRŮMYSLOVÁ 591/1, 68201, VYŠKOV",2008-05-23,2008-05-23,,True
9549844,P - Pravidelná,A,3516,"HRBOVICKÁ 105, 40339, CHLUMEC",2003-07-30,2004-07-28,,True
7405505,P - Pravidelná,A,3715,"SLADKOVSKÉHO 2834/7, 61200, BRNO - KRÁLOVO POLE",2003-05-07,2005-05-07,,True
6721485,E - Evidenční,Nezjištěno,3748,"PRŮMYSLOVÁ 591/1, 68201, VYŠKOV",2004-12-22,2004-12-22,,True
6867007,E - Evidenční,Nezjištěno,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2006-08-09,2006-08-09,,True
10296891,E - Evidenční,Nezjištěno,3734,"Nejdecká 719, 691 44, Lednice",2009-04-07,2009-04-16,,True
3318276,P - Pravidelná,A,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2002-05-07,2004-05-06,,True
7527944,P - Pravidelná,A,3701,"BRNĚNSKÁ 123, 67401, TŘEBÍČ",2005-07-01,2007-07-01,,True
7530458,P - Pravidelná,A,3216,"HRNČÍŘSKÁ 207, 28445, KUTNÁ HORA",2004-04-01,2008-04-01,,True
6867007,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2006-10-31,2008-10-31,,True
10256482,P - Pravidelná,A,3516,"HRBOVICKÁ 105, 40339, CHLUMEC",2009-04-17,2011-04-17,,True
10296891,P - Pravidelná,A,3734,"Nejdecká 719, 691 44, Lednice",2010-04-09,2011-04-09,,True
8849323,P - Pravidelná,A,3815,"PALACKÉHO 2301/31, 74101, NOVÝ JIČÍN",2007-04-04,2009-04-04,,True
7688187,E - Evidenční,Nezjištěno,3726,"665 01  ROSICE, BRNĚNSKÁ 392",2004-02-19,2004-02-19,,True
9778725,P - Pravidelná,A,3224,"MASARYKOVA 392/20, 26801, HOŘOVICE",2006-09-26,2008-09-26,,True
8774015,P - Pravidelná,A,3709,"ZNOJEMSKÁ 2380/82, 58601, JIHLAVA",2008-04-01,2010-04-01,,True
7688187,P - Pravidelná,A,3726,"665 01  ROSICE, BRNĚNSKÁ 392",2002-06-19,2004-06-19,,True
8187315,P - Pravidelná,Nezjištěno,310000183,ADMINISTRATIVNÍ OMEZENÍ MHMP PRAHA - NOVÁ VOZIDLA,2010-02-26,2014-02-26,,True
3955200,P - Pravidelná,A,3641,"JETŘICHOV 227, 549 83, JETŘICHOV",2007-10-31,2009-10-31,,True
10132232,P - Pravidelná,A,310000183,ADMINISTRATIVNÍ OMEZENÍ MHMP PRAHA - NOVÁ VOZIDLA,2006-01-24,2007-01-24,,True
9813416,P - Pravidelná,A,3222,"HLAVNÍ 9, 25245, BŘEZOVÁ-OLEŠKO",2009-05-11,2011-05-11,,True
7658131,P - Pravidelná,A,3224,"MASARYKOVA 392/20, 26801, HOŘOVICE",2008-02-05,2010-02-04,,True
4094028,P - Pravidelná,A,3809,"OPAVSKÁ 1436/10, 79201, BRUNTÁL",2005-10-19,2007-10-19,,True
11872769,P - Pravidelná,A,3626,"BAŠTÍNOV 126, 58001, HAVLÍČKŮV BROD",2005-04-13,2006-03-29,,True
9742889,P - Pravidelná,Nezjištěno,3726,"665 01  ROSICE, BRNĚNSKÁ 392",1997-10-13,1999-10-13,,False
4460947,E - Evidenční,Nezjištěno,3743,"PALACKÉHO 464, 76901, HOLEŠOV - VŠETULY",2007-04-26,2007-04-26,,True
4515096,E - Evidenční,Nezjištěno,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2003-09-29,2003-09-29,,True
1717846,P - Pravidelná,A,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2002-03-28,2004-03-28,,True
7214003,P - Pravidelná,A,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2010-10-21,2011-10-21,,True
4460947,P - Pravidelná,A,3743,"PALACKÉHO 464, 76901, HOLEŠOV - VŠETULY",2008-06-23,2010-06-23,,True
11728695,E - Evidenční,Nezjištěno,3809,"OPAVSKÁ 1436/10, 79201, BRUNTÁL",2008-06-11,2008-06-11,,True
4520576,P - Pravidelná,A,3205,"BENEŠOVSKÁ 300, 25726, DIVIŠOV",2009-04-16,2011-04-16,,True
4515096,P - Pravidelná,A,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2009-05-19,2011-05-19,,True
11504545,P - Pravidelná,A,3841,"NÁVSÍ 976, 739 92, NÁVSÍ",2010-04-26,2012-04-26,,True
7780159,P - Pravidelná,A,3760,"Zbraslav 448, 664 84, Zbraslav",2009-04-10,2011-04-10,,True
7738442,P - Pravidelná,A,3843,"SLAVONÍNSKÁ 804/1, 77900, OLOMOUC",2007-11-22,2009-11-22,,True
8668298,P - Pravidelná,B,3743,"PALACKÉHO 464, 76901, HOLEŠOV - VŠETULY",2010-03-17,2010-04-16,,True
9742889,P - Pravidelná,B,3222,"HLAVNÍ 9, 25245, BŘEZOVÁ-OLEŠKO",2004-03-11,2004-04-10,,True
7677152,P - Pravidelná,Nezjištěno,3426,"Lipová 2049 (kryt CO), 356 01, Sokolov",2007-05-29,2009-05-29,,True
7695969,P - Pravidelná,Nezjištěno,3741,"NAD KRALICKÝM KOPCEM 307, 67573, KRALICE NAD OSLAVOU",2007-11-15,2009-11-15,,True
7738442,E - Evidenční,Nezjištěno,3826,"TELIČKOVA 433/35, 75124, PŘEROV II - PŘEDMOSTÍ",2006-07-03,2006-07-04,,True
878285,E - Evidenční,Nezjištěno,3809,"OPAVSKÁ 1436/10, 79201, BRUNTÁL",2005-12-05,2005-12-05,,True
7728254,P - Pravidelná,A,3509,"PRŮMYSLOVÁ ZÓNA VERNE IP 12, 43151, KLÁŠTEREC NAD OHŘÍ",2008-05-28,2010-05-28,,True
815284,P - Pravidelná,A,310000183,ADMINISTRATIVNÍ OMEZENÍ MHMP PRAHA - NOVÁ VOZIDLA,2009-05-20,2013-05-20,,True
9948938,P - Pravidelná,A,3609,"NA RYBÁRNĚ 203/5, 50002, HRADEC KRÁLOVÉ",2008-07-16,2010-07-16,,True
4925254,P - Pravidelná,A,3626,"BAŠTÍNOV 126, 58001, HAVLÍČKŮV BROD",2009-09-29,2011-09-29,,True
4989347,P - Pravidelná,A,3809,"OPAVSKÁ 1436/10, 79201, BRUNTÁL",2005-05-25,2007-05-25,,True
9776133,P - Pravidelná,A,3741,"NAD KRALICKÝM KOPCEM 307, 67573, KRALICE NAD OSLAVOU",2005-12-13,2007-12-13,,True
9299679,E - Evidenční,Nezjištěno,3105,"PRŮBĚŽNÁ 76, 10031, PRAHA 10",2008-12-15,2008-12-15,,True
10351811,P - Pravidelná,A,3105,"PRŮBĚŽNÁ 76, 10031, PRAHA 10",2006-10-05,2008-10-05,,True
10351811,P - Pravidelná,A,3105,"PRŮBĚŽNÁ 76, 10031, PRAHA 10",2004-10-14,2006-10-14,,False
6382134,P - Pravidelná,A,3826,"TELIČKOVA 433/35, 75124, PŘEROV II - PŘEDMOSTÍ",2010-09-01,2012-09-01,,True
5732807,Z - Na žádost provozovatele,Nezjištěno,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2009-03-03,2009-03-03,,True
6368700,E - Evidenční,Nezjištěno,3107,"DOBRONICKÁ 635, 14800, PRAHA 4",2009-08-19,2009-08-19,,True
11873187,P - Pravidelná,A,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2010-06-28,2011-06-28,,True
2242631,P - Pravidelná,A,3741,"NAD KRALICKÝM KOPCEM 307, 67573, KRALICE NAD OSLAVOU",2008-03-20,2010-03-20,,True
8166315,P - Pravidelná,A,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2009-05-14,2011-05-14,,True
2578244,P - Pravidelná,A,3526,"FRÝDLANTSKÁ 772, 46401, RASPENAVA",2007-05-31,2009-05-31,,True
8806930,P - Pravidelná,A,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2007-05-29,2009-05-29,,True
8917495,P - Pravidelná,A,3305,"MĚŠICKÁ 1993/2, 39002, TÁBOR",2006-07-28,2008-07-28,,True
2785824,P - Pravidelná,A,3509,"PRŮMYSLOVÁ ZÓNA VERNE IP 12, 43151, KLÁŠTEREC NAD OHŘÍ",2008-03-25,2010-03-25,,True
4376468,P - Pravidelná,A,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2005-02-15,2006-02-15,,True
10131311,E - Evidenční,Nezjištěno,3107,"DOBRONICKÁ 635, 14800, PRAHA 4",2006-02-28,2006-02-28,,True
7793037,P - Pravidelná,A,310000183,ADMINISTRATIVNÍ OMEZENÍ MHMP PRAHA - NOVÁ VOZIDLA,2004-05-17,2008-05-17,,True
10192468,E - Evidenční,Nezjištěno,3824,"FRÝDECKÁ 272, 73961, TŘINEC - STARÉ MĚSTO",2003-09-10,2003-09-10,,True
2578244,E - Evidenční,Nezjištěno,3526,"FRÝDLANTSKÁ 772, 46401, RASPENAVA",2007-11-05,2007-11-05,,True
2645892,E - Evidenční,Nezjištěno,3107,"DOBRONICKÁ 635, 14800, PRAHA 4",2009-05-27,2009-05-27,,True
2785824,E - Evidenční,Nezjištěno,3509,"PRŮMYSLOVÁ ZÓNA VERNE IP 12, 43151, KLÁŠTEREC NAD OHŘÍ",2004-03-04,2004-03-04,,True
4441140,Z - Na žádost provozovatele,Nezjištěno,3307,"PEKÁRENSKÁ 255/77, 37004, ČESKÉ BUDĚJOVICE 4",2006-04-06,2008-04-06,,True
3223593,P - Pravidelná,A,3626,"BAŠTÍNOV 126, 58001, HAVLÍČKŮV BROD",2004-12-10,2006-12-10,,True
10192468,P - Pravidelná,A,3841,"NÁVSÍ 976, 739 92, NÁVSÍ",2009-01-07,2011-01-07,,True
5973045,P - Pravidelná,A,3426,"Lipová 2049 (kryt CO), 356 01, Sokolov",2008-05-09,2010-05-09,,True
7467636,P - Pravidelná,A,3641,"JETŘICHOV 227, 549 83, JETŘICHOV",2008-08-05,2010-08-05,,True
8865181,E - Evidenční,Nezjištěno,3726,"665 01  ROSICE, BRNĚNSKÁ 392",2003-04-10,2003-04-10,,True
8888681,E - Evidenční,Nezjištěno,3224,"MASARYKOVA 392/20, 26801, HOŘOVICE",2002-03-19,2002-03-19,,True
4271827,P - Pravidelná,A,3843,"SLAVONÍNSKÁ 804/1, 77900, OLOMOUC",2007-09-04,2009-09-04,,True
9834975,Z - Na žádost provozovatele,Nezjištěno,3809,"OPAVSKÁ 1436/10, 79201, BRUNTÁL",2009-01-09,2009-01-09,,True
5424231,P - Pravidelná,A,3760,"Zbraslav 448, 664 84, Zbraslav",2009-08-18,2011-08-18,,True
6968602,E - Evidenční,Nezjištěno,3422,"SOKOLSKÁ 705, 33027, VEJPRNICE",2008-07-02,2008-07-02,,True
4654499,E - Evidenční,Nezjištěno,3224,"MASARYKOVA 392/20, 26801, HOŘOVICE",2008-04-25,2008-04-25,,True
3564605,P - Pravidelná,Nezjištěno,3426,"Lipová 2049 (kryt CO), 356 01, Sokolov",2007-12-19,2009-12-19,,True
7117907,P - Pravidelná,A,310000183,ADMINISTRATIVNÍ OMEZENÍ MHMP PRAHA - NOVÁ VOZIDLA,2008-07-14,2010-07-14,,True
5491253,E - Evidenční,Nezjištěno,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2001-10-01,2001-10-02,,True
5633557,E - Evidenční,Nezjištěno,3826,"TELIČKOVA 433/35, 75124, PŘEROV II - PŘEDMOSTÍ",2005-06-09,2005-06-13,,True
11368895,P - Pravidelná,A,3758,"ROHLENKA 250, 66451, JIŘÍKOVICE",2008-12-10,2010-12-10,,True
6690931,E - Evidenční,Nezjištěno,3760,"Zbraslav 448, 664 84, Zbraslav",2008-06-16,2008-06-16,,True
6307964,E - Evidenční,Nezjištěno,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2008-05-05,2008-05-05,,True
4676791,P - Pravidelná,A,3222,"HLAVNÍ 9, 25245, BŘEZOVÁ-OLEŠKO",2006-04-21,2008-04-21,,True
5491253,P - Pravidelná,A,3207,"VAŠÍČKOVA 71, 27204, KLADNO",2009-05-28,2011-05-28,,True
10558416,E - Evidenční,Nezjištěno,3305,"MĚŠICKÁ 1993/2, 39002, TÁBOR",2003-01-08,2003-01-08,,True
